"ID","Question","Expected Answer","Baseline — Answer","Baseline — Score (3/2/1/0)","Baseline — Halucination","Baseline — Notes","Retrieval Needed"
"Q120","Will the exact same courses be available at TU Graz next year?","Course availability can change every semester depending on scheduling, staff, and curriculum updates. Students should always verify the latest official course catalogue before finalizing the Learning Agreement.","It is not possible to guarantee that the exact same courses will be available at TU Graz next year. University course catalogs can change from one academic year to the next.

Here is the best way to proceed:

1.  **Check the Official Source:** The most reliable information will be on the TU Graz website. Look for their course catalog for incoming exchange students for the relevant academic year. This is usually published in the spring or summer before the year begins.
2.  **Use the Current Catalog for Planning:** You can use the current year's course list as a preliminary guide to see what is typically offered. However, be prepared for some changes.
3.  **Contact TU Graz:** For the most accurate information, you should contact the International Office or the departmental Erasmus coordinator at TU Graz directly.

For questions about the application process from UL FRI's side and preparing your Learning Agreement, you can contact our faculty's International Office:

*   **UL FRI International Office:** [https://www.fri.uni-lj.si/en/international-office](https://www.fri.uni-lj.si/en/international-office)","3","False","Judge notes: The model correctly explains that course availability changes and provides excellent, detailed, and actionable steps for the student to follow. | F1: 0.1606 | Key info hit: True | Time: 14.7s",""
"Q121","Can I legally work part-time during Erasmus+ mobility in Norway?","Work regulations depend on citizenship, visa status, and Norwegian immigration rules. Students should check official immigration guidelines and visa conditions before planning employment abroad.","Hello! As an Erasmus exchange assistant for UL FRI, I'm happy to help you with your question.

Yes, as a student from Slovenia (an EU country), you can legally work part-time in Norway during your Erasmus+ mobility.

Here are the key points you need to know:

1.  **Right to Work:** Citizens of EU/EEA countries have the right to live, study, and work in Norway without a specific work permit. Your primary purpose is studying, but you are permitted to work alongside your studies.

2.  **Registration Requirement:** If you are staying in Norway for more than three months, you must register with the police. This is a mandatory step to formalize your stay. You can find the process and requirements on the Norwegian Directorate of Immigration (UDI) website.
    *   **Official Source:** [UDI - Registration for EU/EEA Nationals](https://www.udi.no/en/want-to-apply/residence-according-to-the-eea-rules/eueea-nationals-who-are-registered-in-norway/)

3.  **Tax Card:** To work legally, you will need a Norwegian tax card (skattekort). You must apply for this from the Norwegian Tax Administration (Skatteetaten) once you have a job offer. Your employer will need it to deduct the correct amount of tax from your salary.

In summary, the process is straightforward for an EU citizen. The most important steps are to register your stay with the police and get a tax card once you find a job.

Always check the official Norwegian government websites (UDI and Skatteetaten) for the most current and detailed information before you travel.

Good luck with your exchange in Norway","3","False","Judge notes: The model provides a correct, detailed, and actionable answer for an EU citizen, including the key steps of police registration and obtaining a tax card, which is more complete and useful than the generic expected answer. | F1: 0.0988 | Key info hit: True | Time: 16.52s",""
"Q122","How are grades converted from Charles University to UL FRI?","Grade recognition and conversion are handled individually by the home institution according to recognition procedures and academic regulations. Students should consult the Erasmus coordinator for exact conversion rules.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

There is no official, publicly available grade conversion table specifically for Charles University to UL FRI. The conversion is handled on a case-by-case basis after you complete your exchange.

Here is the process and the information you need to know:

1.  **The Process:** After your exchange, you will receive a **Transcript of Records** from Charles University. You must submit this document to the UL FRI International Office along with a ""Request for recognition of exams passed abroad."" The faculty's Erasmus coordinator will then officially recognize your completed courses and convert the grades into the Slovenian system.

2.  **Grading Systems:** It's helpful to understand both systems:
    *   **University of Ljubljana (UL):** Uses a 1-10 scale, where 6 is the lowest passing grade.
    *   **Charles University (Prague):** Typically uses a 1-4 scale, where 1 (Výborně/Excellent) is the best and 3 (Dobře/Good) is the lowest passing grade. 4 is a fail.

3.  **Conversion Principle:** The conversion is usually guided by the **ECTS grading scale** (A, B, C, D, E). Your Transcript of Records from Charles University may include these ECTS grades alongside the local ones, which makes the conversion straightforward. If not, the coordinator will compare the grade distribution of both universities to ensure a fair conversion.

**Recommendation:**
For the most precise information on how your specific grades will be converted, it is best to directly contact the **UL FRI International Office** or the faculty's Erasmus coordinator. They handle the official recognition process and can provide the most accurate guidance.","3","False","Judge notes: The model correctly describes the standard Erasmus+ recognition process, including the relevant grading scales and the role of the ECTS system, while appropriately referring the user to the coordinator for the final decision. | F1: 0.117 | Key info hit: True | Time: 18.09s",""
"Q123","Which Erasmus+ destination is considered academically the easiest?","Academic difficulty is highly subjective and depends on the student’s background, chosen courses, language skills, and study habits. Experiences can vary significantly even within the same university.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

That's a common question, but there is no official ranking of Erasmus+ destinations by academic difficulty. The ""easiest"" destination is highly subjective and depends on many factors, including:

*   **Your academic background:** A university strong in theoretical computer science might be difficult for one student but easier for another.
*   **The specific courses you choose:** You have a lot of control over the difficulty of your exchange based on your Learning Agreement.
*   **The teaching and grading style:** Some universities focus more on projects, while others rely heavily on final exams.

The official websites of the faculty and university do not provide this kind of subjective information.

However, here is the best way to get a realistic idea of the academic workload at different partner universities:

1.  **Read Student Reports:** The FRI International Office collects reports from returning Erasmus students. These are the most valuable resource for honest, first-hand experiences about courses, professors, and the general academic environment. You should ask the office if you can access them.
2.  **Talk to Other Students:** The best advice comes from your peers. Connect with senior students at FRI who have already been on an exchange. The student council (Študentski svet FRI) or student tutors can often help you get in touch with them.
3.  **Review the List of Partners:** You can start by looking at the list of partner institutions on the FRI website to see all your options. You can find this under the ""International"" or ""Erasmus"" sections.

My recommendation is to choose a few destinations that interest you personally and then use student reports and conversations to find out more about the academic culture there.","3","False","Judge notes: The model correctly explains that academic difficulty is subjective and provides excellent, actionable advice on how a student can find this information for themselves. | F1: 0.1137 | Key info hit: True | Time: 18.47s",""
"Q124","Can I stay in Iceland after Erasmus+ if I find a job there?","Residence and work rights after mobility depend on your citizenship and Icelandic immigration regulations. Students should consult official immigration authorities for accurate information.","Hello! As an Erasmus assistant for UL FRI, I can give you some general guidance on this.

The possibility of staying in Iceland after your Erasmus exchange to work depends entirely on your citizenship. This is a matter of Icelandic immigration law, not the Erasmus+ program.

Here are the two most common scenarios:

### 1. If you are a citizen of an EU/EEA country (e.g., Slovenia)

Yes, this is generally straightforward. As an EU/EEA citizen, you have the right to freedom of movement, which allows you to live and work in Iceland.

*   You do **not** need a work permit.
*   However, if you plan to stay longer than three months, you must register your right of residence with **Registers Iceland** (Þjóðskrá Íslands).

### 2. If you are a citizen of a non-EU/EEA country

This is a more complex process. Your student residence permit for the Erasmus exchange is tied to your studies and is temporary. It does not automatically grant you the right to work after your studies are finished.

*   To stay and work, you would need to apply for a new **residence permit based on work**.
*   This typically requires you to have a formal employment contract before you apply.
*   Your employer may need to prove that the position could not be filled by an Icelandic or EU/EEA citizen.
*   You must apply for this new permit **before** your current student permit expires. You cannot simply stay in the country after your student permit is invalid.

---

**Official Sources are Key**

This information is for general guidance only. For official, accurate, and up-to-date information, you **must** consult the Icelandic authorities directly. Your primary source should be the **Icelandic Directorate of Immigration (Útlendingastofnun)**.

*   **Official Website:** [Icelandic Directorate of Immigration](https://www.utl.is/en/)

I recommend you visit their website to find the specific requirements and application procedures that apply to your situation. Good luck with your job search","3","False","Judge notes: The answer is correct, provides excellent detail by distinguishing between EU/EEA and non-EU/EEA citizens, and directs the user to the appropriate official Icelandic authority. | F1: 0.125 | Key info hit: True | Time: 17.6s",""
"Q125","Does TU Berlin guarantee housing for Erasmus students?","Housing availability changes each year and is usually limited. Students should apply for accommodation as early as possible and also prepare alternative housing options.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

While the UL and FRI websites list partner universities, for specific policies like housing, it is necessary to check the information provided directly by the host university.

Based on the information available from TU Berlin's International Office, **no, TU Berlin does not guarantee housing for Erasmus or other exchange students.**

Here are the key points:
*   TU Berlin does not own its own student dormitories.
*   Housing is managed by an external organization called **Studierendenwerk Berlin**.
*   There is a limited number of rooms available for exchange students through the Studierendenwerk, and they are in high demand.

It is crucial that you apply for a room through the Studierendenwerk Berlin portal as soon as you receive your admission letter from TU Berlin. You should also start looking for private accommodation in Berlin as a backup, as the housing market is very competitive.","3","False","Judge notes: The answer is correct and more complete than the expected answer, providing accurate, specific details about the housing provider and the need for a backup plan. | F1: 0.1587 | Key info hit: True | Time: 16.25s",""
"Q126","Which university has the strongest AI research opportunities?","Several partner institutions have strong AI-related programmes and research groups, but the best choice depends on the specific area of AI you are interested in, such as machine learning, NLP, robotics, or computer vision.","Hello! As an assistant for Erasmus students at UL FRI, I can help you with that.

That's a great question, but defining the ""strongest"" university for AI research is difficult as it depends on the specific subfield you're interested in (e.g., machine learning, computer vision, natural language processing, robotics).

Globally, institutions like Carnegie Mellon University, MIT, Stanford, and ETH Zurich are consistently ranked among the top for AI research.

However, for your Erasmus exchange, your choice is limited to the partner universities with which the Faculty of Computer and Information Science (FRI) has an agreement. To find the best fit for you among these partners, I recommend the following steps:

1.  **Find the List of Partners:** Check the UL FRI website under the ""International Office"" or ""Erasmus+"" section for the official list of partner universities available for exchange.
2.  **Research Their Labs:** Once you have the list, visit the websites of those universities. Look for their Computer Science departments and identify their AI-related research laboratories or groups.
3.  **Check Faculty Profiles:** Look at the professors and researchers in those labs. See their recent publications and projects to check if their work aligns with your interests.
4.  **Review Course Catalogues:** See what advanced Master's or PhD-level courses they offer in AI. This is a good indicator of their focus and strength in the field.

It is also worth noting that our home faculty, **UL FRI, has one of the strongest AI research groups in Europe**, particularly with the [Laboratory for Artificial Intelligence (LUI)](https://fri.uni-lj.si/en/laboratory/lui) and other related labs.

For the most up-to-date list of partner institutions and personalized advice, I strongly recommend contacting the **International Office at FRI**.","3","False","Judge notes: The model correctly identifies the ambiguity of ""strongest"" and provides a detailed, actionable guide for the student to find the best fit among partner universities, which is an excellent and complete response. | F1: 0.216 | Key info hit: True | Time: 18.02s",""
"Q127","Which Erasmus destination has the best student social life?","Student experience depends on personal preferences, local culture, Erasmus community activity, accommodation type, and city size. Popular Erasmus cities usually have active international student communities and events.","Hello! That's a great question, as the social aspect is a huge part of the Erasmus experience.

The concept of the ""best"" student social life is very subjective and depends on what you're looking for (e.g., big parties, cultural events, sports, a close-knit community). The official university or faculty websites do not rank partner universities based on their social life.

However, I can guide you on how to find the best fit for you:

1.  **Check the List of Partner Institutions:** First, see which destinations are available to you as a FRI student. You can usually find this list on the faculty's international relations pages or by contacting the FRI International Office.

2.  **Research the Cities and ESN Sections:**
    *   **Large Capitals (e.g., Madrid, Lisbon, Berlin, Prague):** These cities often have very large and diverse international student communities, with countless events, parties, and meetups organized by the local Erasmus Student Network (ESN).
    *   **Classic University Towns (e.g., Coimbra, Bologna, Lund):** These cities are centered around student life. While perhaps smaller, they can offer a very intense and tight-knit community experience where it's easy to meet people.

3.  **Talk to Former Erasmus Students:** This is the best way to get real insight.
    *   Contact the **FRI International Office** and ask if they can connect you with students who have returned from an exchange.
    *   Get in touch with **ESN Ljubljana**. They are in contact with students from all over Europe and can share experiences.

4.  **Use Online Resources:**
    *   Check Facebook groups for ""Erasmus in [City Name] [Year]"".
    *   Visit the subreddit **r/erasmus** to ask for opinions on specific cities.

In summary, while I can't name one ""best"" destination, cities in **Spain, Portugal, and Hungary** are frequently praised for their vibrant, affordable, and well-organized social life for Erasmus students. Your best approach is to research the destinations available to you and connect with students who have been there.","3","False","Judge notes: The model correctly identifies that the question is subjective and provides a comprehensive, actionable guide for students to research destinations, which is more helpful than the expected answer. | F1: 0.1111 | Key info hit: True | Time: 17.7s",""
"Q128","Will my Erasmus grades affect my final GPA at UL FRI?","This depends on the faculty recognition process and programme regulations. Students should verify how completed courses and grades are recorded in their specific study programme.","Based on the standard procedure for Erasmus exchanges at European universities, including the University of Ljubljana:

Generally, **no**. The specific grades you receive during your Erasmus exchange do not affect your final Grade Point Average (GPA) at UL FRI.

Here is how it typically works:

1.  The courses you pass abroad are listed on your Transcript of Records from the host university.
2.  Upon your return, these courses are formally ""recognized"" at UL FRI, and the ECTS credits are transferred to your degree.
3.  In your UL student record, these recognized courses are usually marked as ""passed"" or ""recognized"" (*priznano* in Slovene) rather than being given a specific numerical grade from 1-10.
4.  Because they don't have a numerical grade in the UL system, they are not included in the calculation of your final GPA.

The primary goal is the recognition of credits (ECTS) to ensure you don't lose time in your studies, not the conversion of grades.

For a definitive and official confirmation, you should always contact the **FRI International Office** at **international.office@fri.uni-lj.si**.","3","False","Judge notes: The model correctly explains the standard procedure at the faculty, providing a much more useful and complete answer than the generic expected one. | F1: 0.1618 | Key info hit: True | Time: 15.3s",""
"Q129","Which professors should I choose for machine learning courses at Charles University?","Teaching staff and course assignments may change between semesters. Students should check the current faculty course pages, syllabi, and recent student experiences.","As an assistant for the Faculty of Computer and Information Science at the University of Ljubljana (UL FRI), I do not have specific information about professors or courses at Charles University in Prague. My expertise is focused on UL FRI.

However, I can give you general advice on how to find this information:

1.  **Check the Charles University Website:** Look for the Faculty of Mathematics and Physics (MFF UK), which typically handles computer science. Search for their course catalog or list of available courses for exchange students. Syllabi often list the responsible professor.
2.  **Contact the Erasmus Coordinator at Charles University:** They are the best official source for academic advice and can provide recommendations or point you to the right department contacts.
3.  **Find Student Experiences:** Look for blogs, forums (like Reddit), or Facebook groups for Erasmus students at Charles University or in Prague. Former students often share valuable insights about courses and professors.

For any questions regarding your exchange from the perspective of the University of Ljubljana, feel free to ask","3","False","Judge notes: The model correctly identifies its limitations and provides an excellent, actionable guide on how the student can find the information themselves, which is the best possible response. | F1: 0.0902 | Key info hit: True | Time: 13.49s",""
"Q130","What are my chances of being accepted for Erasmus+ mobility?","Acceptance depends on factors such as available places, demand for specific destinations, academic performance, motivation, and whether your proposed study plan is realistic and compatible with your programme.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

Your chances of being accepted for an Erasmus+ mobility depend on several key factors, as it is a competitive process. There is no single acceptance rate, but your success is determined by how you rank against other applicants from FRI.

The main selection criteria used to rank students are typically:

1.  **Academic Performance:** Your average grade is usually the most important factor.
2.  **Year of Study:** Students in higher years of study may be given priority.
3.  **Motivation:** The quality of your motivation letter and how well you argue for your chosen universities.
4.  **Number of Available Spots:** Each partner university has a limited number of places available for FRI students. Highly popular universities are more competitive.

**How to increase your chances:**

*   **Maintain a high GPA.**
*   **Write a compelling and specific motivation letter** for each of your choices.
*   **Be strategic with your university choices.** Consider including less popular but still excellent universities in your application to increase your odds of being selected for one of your preferences.

For the most accurate and detailed information, you should always refer to the official ""Call for Applications"" (in Slovene: *Razpis*) which is published annually. This document contains the exact selection criteria and points system for the current academic year.

You can find this information and contact details for the international office on the **FRI International Office page**: [https://www.fri.uni-lj.si/en/international-office](https://www.fri.uni-lj.si/en/international-office)","3","False","Judge notes: The model answer is correct, comprehensive, and provides actionable advice and a relevant link, exceeding the detail of the expected answer. | F1: 0.1277 | Key info hit: True | Time: 16.42s",""
"Q131","Can I combine Erasmus+ funding with another scholarship?","This depends on the rules of the other scholarship programme. Students should check whether external scholarships allow simultaneous Erasmus+ funding.","Based on the general rules of the Erasmus+ programme, here is the information regarding your question:

Yes, it is generally possible to combine your Erasmus+ grant with another scholarship, but with one very important condition.

The main rule is to avoid ""double funding"" from European Union sources. This means you **cannot** receive an Erasmus+ grant and another EU-funded scholarship for the same mobility period.

However, you **can** usually combine your Erasmus+ grant with:
*   National or regional scholarships (e.g., from the Slovenian government or a public fund).
*   Private scholarships (e.g., from a foundation or a company).

**Important:** You must always check the terms and conditions of the *other* scholarship you are receiving. Some scholarship providers may have their own rules that prevent you from combining their funds with an Erasmus+ grant.

For a definitive confirmation, it is best to contact the **International Relations Office of the University of Ljubljana**, as they manage the Erasmus+ funding and agreements. You can find their contact information on the university's main website.","3","True","Judge notes: The answer is correct and more complete than the expected answer, but it hallucinates a specific university context not present in the question. | F1: 0.1429 | Key info hit: True | Time: 15.22s",""
"Q132","Which countries have the simplest visa process for non-EU students?","Visa procedures differ depending on nationality and destination country. Some countries may have faster or simpler procedures, but students should always consult official embassy and immigration information.","Hello! As the Erasmus assistant for UL FRI, I'm happy to help you with your question.

This is a common and important question for non-EU students. However, the ""simplest"" visa process depends almost entirely on your specific nationality, not just the destination country.

The university and faculty websites do not maintain a list of countries ranked by visa simplicity, as this information changes frequently and is unique to each student's citizenship.

Here is some general guidance to help you:

**1. The Schengen Area Advantage**

As a non-EU student with a valid Slovenian residence permit, you are already in the Schengen Area. This is a significant advantage.

*   **Generally Simplest:** Your simplest process will likely be for other countries **within the Schengen Area**.
*   **Why?** While you will still need to apply for a long-stay student visa or residence permit for your exchange (since it's longer than 90 days), you can often apply for it from within the EU (i.e., from Slovenia) at the destination country's embassy in Ljubljana. This is usually much easier than having to return to your home country to apply.

**2. Non-Schengen and Other Countries**

*   **More Complex:** Countries outside the Schengen Area (e.g., Ireland, the United Kingdom, Turkey) will require a completely separate visa application process. You will need to carefully check their specific requirements, and you may need to apply from your country of origin.

**Conclusion & Recommended Steps**

The most straightforward visa processes for you will likely be for Erasmus partner universities located in **Schengen Area countries**.

To get a definitive answer for your situation, you must:
1.  Look at the list of UL FRI's partner universities and choose a few you are interested in.
2.  Identify the country where the university is located.
3.  Directly check the visa requirements for your specific nationality on the website of that country's embassy or consulate.

This is the only way to get accurate and up-to-date information. If you have questions about the Erasmus application process here at UL FRI, feel free to ask","3","False","Judge notes: The model correctly explains that visa simplicity depends on nationality and provides the crucial, practical distinction between applying for a visa in another Schengen country versus a non-Schengen country. | F1: 0.1198 | Key info hit: True | Time: 20.24s",""
"Q133","Is the Erasmus+ grant enough to fully cover living costs in Sweden?","In many cases, students need additional personal funds because living costs can exceed the Erasmus+ grant amount, especially in more expensive countries.","Based on the information available for University of Ljubljana students, the answer is:

**No, the Erasmus+ grant is generally not enough to fully cover all living costs in Sweden.**

Here's a breakdown:

1.  **Erasmus+ Grant Amount:** The University of Ljubljana categorizes host countries into groups based on living costs. Sweden is in **Group 1**, the category with the highest living costs. For the 2023/2024 academic year, the grant for this group is **€600 per month**.

2.  **Estimated Living Costs in Sweden:** Sweden is known for its high cost of living. Estimated monthly expenses for a student typically range from **€850 to €1,200 or more**, depending on the city and your personal spending habits. Major cities like Stockholm are particularly expensive.

**Conclusion:**

The Erasmus+ grant is intended as a **contribution** to help with the *additional* costs of studying abroad, not to cover all expenses. You should expect to supplement the grant with your own savings or other financial support, as there will likely be a shortfall of at least €250-€600 per month.

For the most accurate and up-to-date grant amounts, always check the official University of Ljubljana's website under the ""International"" or ""Erasmus+"" sections.","3","False","Judge notes: The answer is correct, complete, and provides specific, verifiable figures to explain why the grant is insufficient. | F1: 0.0952 | Key info hit: True | Time: 16.25s",""
"Q134","Which Erasmus+ partner university is best for game development?","Students interested in game development should compare available computer graphics, software engineering, multimedia, and game technology courses at different partner universities before applying.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

While the ""best"" university is subjective and depends on your specific interests (e.g., game design, engine programming, graphics), several of FRI's Erasmus+ partners are highly regarded for their programs and research in game development.

Based on a review of typical partner lists and their academic strengths, here are some excellent universities to consider for game development:

1.  **IT University of Copenhagen (ITU), Denmark:** Often considered one of the top choices in Europe. They have a dedicated MSc in Games with specializations in both design and technology. The environment is very focused on game development and research.
2.  **Utrecht University, Netherlands:** Their ""Game and Media Technology"" Master's program is very well-known and respected. It has a strong technical focus on the underlying principles of game technology, such as simulation, computer graphics, and AI.
3.  **Aalto University, Finland:** Located in a country with a booming game industry (home to companies like Supercell and Rovio), Aalto offers strong courses in computer graphics, human-computer interaction, and new media that are highly relevant to game development.
4.  **KTH Royal Institute of Technology, Sweden:** KTH has a world-class computer science department with strong research and courses in computer graphics, visualization, and virtual reality, which are all core components of game development.

**How to proceed:**

1.  **Check the Official List:** The definitive list of active Erasmus+ agreements can change. You should always consult the official list on the FRI website, usually found under the **""International Cooperation"" -> ""Student Exchange""** section.
2.  **Review Course Catalogues:** Once you have the list, visit the websites of these universities and look for their course catalogues for exchange students. Make sure they offer courses in English that align with your study plan.
3.  **Contact the FRI International Office:** For the most up-to-date information and advice, it's always best to contact the International Office at FRI. They can confirm the current partner list and may have feedback from previous students.

Good luck with your application","2","True","Judge notes: The model provides a helpful structure and good general advice, but it hallucinates half of the specific university partnerships it recommends, as two of the four universities listed are not actual partners. | F1: 0.0952 | Key info hit: True | Time: 19.1s",""
"Q135","Can Erasmus+ mobility help me later move permanently to another country?","Erasmus+ can provide international experience, language skills, academic contacts, and professional connections, but permanent relocation depends on immigration laws, employment opportunities, and residence regulations.","Hello! As the Erasmus assistant for UL FRI, I can help you with that question.

While the Erasmus+ program is designed for temporary study or traineeship mobility and is **not a direct immigration tool**, the experience can be extremely valuable and significantly help you if you later decide to move permanently to another country.

Here’s how an Erasmus+ exchange can help:

*   **Professional Networking:** You will build connections with professors, students, and potentially local companies. These contacts can be invaluable for future job searches, leading to a work visa and residency.
*   **Language Skills:** Immersing yourself in a new country is the best way to become proficient in its language, which is often a key requirement for employment and permanent residency.
*   **Cultural Adaptation:** You will gain first-hand experience with the local culture, bureaucracy, and way of life. This demonstrates to future employers that you can integrate well and makes the permanent move much smoother for you.
*   **""Test Drive"" the Country:** The exchange allows you to experience life in that country before making a long-term commitment. You can decide if it's truly the right place for you.
*   **Further Education:** You might decide to return to your host university for a full Master's or PhD program. Graduating from a university in that country can often provide a clearer pathway to a post-study work visa.

In short, Erasmus+ gives you the skills, experience, and network that make you a much stronger candidate for future employment and immigration, but you will still need to follow the official immigration procedures of your chosen country.","3","False","Judge notes: The model correctly explains that Erasmus+ is not a direct immigration tool and provides a comprehensive, well-structured list of indirect benefits that align with the expected answer. | F1: 0.1136 | Key info hit: True | Time: 16.03s",""
"Q136","If I complete 25 ECTS abroad, how many ECTS will be recognized at UL FRI?","Recognition depends on the approved Learning Agreement, the completed courses, and how they match the UL FRI curriculum. Students should discuss recognition details with the Erasmus coordinator before mobility because course equivalence and ECTS recognition are decided individually.","Hello! As the Erasmus assistant for UL FRI, I can help you with that.

The number of ECTS credits recognized at UL FRI depends entirely on your **Learning Agreement**, which must be approved *before* your exchange begins.

In principle, if you successfully complete 25 ECTS worth of courses abroad that were pre-approved in your final, signed Learning Agreement, then **25 ECTS will be recognized** at UL FRI.

The key points are:
*   **Pre-approval is mandatory:** You must agree with your FRI Erasmus coordinator which courses you will take abroad and which home courses they will replace.
*   **The Learning Agreement is key:** This document formalizes the agreement. Any changes made during your exchange must also be officially approved in the ""During the Mobility"" part of the agreement.
*   **Successful completion:** You must pass the exams for the courses abroad.

For detailed procedures and to get your Learning Agreement approved, you should always consult the **FRI International Office**. You can find their contact information and more details on their webpage: [UL FRI International Office](https://www.fri.uni-lj.si/en/international-office).","3","False","Judge notes: The model correctly explains that recognition depends on the pre-approved Learning Agreement and provides a clear, complete, and actionable answer. | F1: 0.2254 | Key info hit: True | Time: 15.43s",""
"Q137","Which Erasmus+ partner university in Iceland is available for UL FRI students?","The available partner institution in Iceland is Reykjavík University – School of Computer Science.","Based on the list of partner institutions on the UL FRI website, the Erasmus+ partner university in Iceland for FRI students is:

**Reykjavik University** (IS REYKJAV02)","3","False","Judge notes: The model correctly identifies the partner university and provides the correct Erasmus code, making it a complete and useful answer. | F1: 0.3429 | Key info hit: True | Time: 8.58s",""
"Q138","How many Erasmus+ places are available at TU Berlin?","Technical University of Berlin offers 5 Erasmus+ places with a duration of 10 months per student.","Based on the latest Erasmus+ Call for Applications published on the UL FRI website, there are **2 places** available at Technische Universität Berlin (TU Berlin).

These places are for 1st and 2nd cycle students (Bachelor's and Master's) with a total duration of 10 months, which typically means two students can go for one semester each.

For the most current details, you should always check the official ""Call for Applications"" (Razpis) in the International Office section of the FRI website.","0","True","Judge notes: The model hallucinates the number of available places, stating 2 instead of the correct 5, which makes the answer incorrect and unusable. | F1: 0.2025 | Key info hit: True | Time: 13.45s",""
"Q139","Does University of Padova accept Bachelor students from UL FRI?","No. According to the uploaded partner list, University of Padova is available only for Master and PhD students.","Yes, based on the official list of partner institutions on the UL FRI website, the **University of Padova (Università degli Studi di Padova) does accept Bachelor students from UL FRI**.

Here are the details of the agreement:

*   **Partner Institution:** Università degli Studi di Padova, Italy
*   **Study Field:** Information and Communication Technologies (ICTs)
*   **Level:** The agreement is valid for both **1st cycle (Bachelor)** and 2nd cycle (Master) students.
*   **Available Spots:** 2 students for a total of 10 months.

You can find this information on the official list of FRI's partner institutions. For the most current details and information on the application process, it is always best to contact the International Office at FRI.","0","True","Judge notes: The model's answer is the direct opposite of the expected answer, incorrectly stating that Bachelor students are accepted and hallucinating this specific detail. | F1: 0.1837 | Key info hit: True | Time: 14.77s",""
"Q140","Which Croatian partner university is available only for PhD students?","University of Rijeka – Faculty of Engineering is available only for PhD-level mobility.","Based on the official list of Erasmus+ partner institutions on the UL FRI website, there are no Croatian partner universities available *exclusively* for PhD students.

However, several Croatian universities accept PhD (3rd cycle) students in addition to Bachelor's and Master's students. These are:

*   **University of Zagreb**, Faculty of Electrical Engineering and Computing (FER)
*   **University of Rijeka**, Faculty of Engineering (RITEH)
*   **University of Split**, Faculty of Electrical Engineering, Mechanical Engineering and Naval Architecture (FESB)
*   **University of Osijek**, Faculty of Electrical Engineering, Computer Science and Information Technology (FERIT)","0","True","Judge notes: The model incorrectly states that no university is exclusively for PhD students, directly contradicting the expected answer. | F1: 0.1429 | Key info hit: True | Time: 14.74s",""
"Q141","What is the Erasmus code for Charles University in Prague?","The Erasmus code for Charles University in Prague – Faculty of Mathematics and Physics is CZ PRAHA07.","The Erasmus code for Charles University in Prague is **CZ PRAHA07**.

You can typically find the codes for all partner institutions in the list of Erasmus+ agreements published by the University of Ljubljana's International Office.","2","True","Judge notes: The model provides the correct Erasmus code but hallucinates an irrelevant and confusing reference to the University of Ljubljana. | F1: 0.4444 | Key info hit: True | Time: 25.92s",""
"Q142","Which university in Sweden offers the highest number of Erasmus+ places?","Malmö University offers 5 Erasmus+ places.","Based on the list of Erasmus+ partner institutions for the Faculty of Computer and Information Science (UL FRI), two universities in Sweden currently offer the highest number of places.

Both **KTH Royal Institute of Technology** in Stockholm and **Uppsala University** offer **4 places** each for FRI students.

It is always recommended to check the latest official list of partner institutions on the FRI website for the most up-to-date information before applying.","0","True","Judge notes: The model provides the wrong university (KTH/Uppsala instead of Malmö) and the wrong number of places (4 instead of 5). | F1: 0.0702 | Key info hit: True | Time: 14.51s",""
"Q143","Which partner universities are available in Serbia?","The listed Serbian partner institutions are University of Belgrade – Faculty of Electrical Engineering, University of Novi Sad – Faculty of Sciences, and University of Novi Sad – Faculty of Technical Sciences.","Based on the official list of Erasmus+ agreements for the University of Ljubljana, students from the Faculty of Computer and Information Science (FRI) can go on an exchange to the following partner universities in Serbia:

*   **University of Belgrade**
*   **University of Novi Sad**

It is always recommended to check the latest information and the number of available spots with the FRI International Office before applying.","2","False","Judge notes: The model correctly identifies the universities but omits the specific partner faculties, which is an important detail for students. | F1: 0.2059 | Key info hit: True | Time: 14.75s",""
"Q144","How long is the mobility duration for Charles University in Prague?","The mobility duration for Charles University in Prague is 9 months per student.","Based on the information available for Erasmus+ exchange agreements at UL FRI, the mobility with **Charles University in Prague (Faculty of Mathematics and Physics)** can be for:

*   **One semester** (approximately 5 months)
*   **A full academic year** (approximately 10 months)

The specific agreement allows for a total of 10 student-months, which typically means students can choose either a single semester or a full-year exchange.

For the most accurate details and application specifics, you should always consult the current Erasmus+ call for applications on the FRI website or contact the FRI International Office.","1","True","Judge notes: The model hallucinates the duration as 10 months when the correct answer is 9 months, making the core information incorrect and misleading. | F1: 0.1429 | Key info hit: True | Time: 14.01s",""
"Q145","Which Italian partner university is available for only one Erasmus+ student?","Sapienza University of Rome and University of Udine are each listed with 1 available Erasmus+ place.","Based on the list of Erasmus+ partner institutions on the UL FRI website, the Italian partner university available for only one student is:

**Università degli Studi di Udine**","2","False","Judge notes: The answer is correct but incomplete, as it omits Sapienza University of Rome, which also has only one available place. | F1: 0.2105 | Key info hit: True | Time: 11.29s",""
